order_id,method,amount
ORD0020481,Card,1996.67
ORD0020482,UPI,851.66
ORD0020483,Wallet,1210.86
ORD0020484,UPI,282.88
ORD0020485,UPI,526.29
ORD0020486,Net Banking,1079.52
ORD0020487,UPI,1578.09
ORD0020488,Cash on Delivery,1755.08
ORD0020489,Wallet,2261.34
ORD0020490,UPI,962.2
ORD0020491,UPI,4224.429999999999
ORD0020492,Cash on Delivery,596.01
ORD0020493,Card,803.03
ORD0020494,UPI,825.43
ORD0020495,UPI,3413.6499999999996
ORD0020496,Wallet,2878.89
ORD0020497,UPI,2879.92
ORD0020498,Cash on Delivery,1921.8200000000002
ORD0020499,UPI,2913.11
ORD0020500,Cash on Delivery,486.99
ORD0020501,Card,5232.9800000000005
ORD0020502,UPI,2826.8
ORD0020503,Card,978.99
ORD0020504,UPI,3206.56
ORD0020505,UPI,1124.8899999999999
ORD0020506,Cash on Delivery,367.52
ORD0020507,Card,1207.45
ORD0020508,UPI,721.34
ORD0020509,Cash on Delivery,1707.68
ORD0020510,Cash on Delivery,679.76
ORD0020511,Wallet,1065.82
ORD0020512,UPI,1592.04
ORD0020513,Cash on Delivery,170.45
ORD0020514,UPI,4209.780000000001
ORD0020515,Cash on Delivery,6127.42
ORD0020516,Cash on Delivery,296.46
ORD0020517,Cash on Delivery,325.25
ORD0020518,UPI,4505.22
ORD0020519,Net Banking,1250.05
ORD0020520,UPI,2466.76
ORD0020521,UPI,720.76
ORD0020522,UPI,676.7
ORD0020523,Cash on Delivery,1222.98
ORD0020524,Cash on Delivery,1833.42
ORD0020525,UPI,2882.76
ORD0020526,Cash on Delivery,2351.97
ORD0020527,UPI,4729.05
ORD0020528,Card,1667.16
ORD0020529,UPI,192.12
ORD0020530,UPI,494.6
ORD0020531,UPI,1200.09
ORD0020532,Cash on Delivery,3505.74
ORD0020533,Wallet,2584.73
ORD0020534,Net Banking,425.83
ORD0020535,Net Banking,548.5
ORD0020536,Net Banking,4001.0099999999998
ORD0020537,Net Banking,1298.42
ORD0020538,Cash on Delivery,1294.39
ORD0020539,UPI,519.48
ORD0020540,UPI,1933.2399999999998
ORD0020541,Net Banking,1932.2
ORD0020542,Cash on Delivery,817.76
ORD0020543,UPI,925.73
ORD0020544,Cash on Delivery,3965.3999999999996
ORD0020545,Cash on Delivery,520.49
ORD0020546,UPI,1052.58
ORD0020547,Net Banking,1832.59
ORD0020548,UPI,1148.39
ORD0020549,UPI,1323.44
ORD0020550,Card,881.24
ORD0020551,UPI,167.81
ORD0020552,UPI,1800.47
ORD0020553,Cash on Delivery,1087.23
ORD0020554,Card,2978.88
ORD0020555,Card,2678.2
ORD0020556,Net Banking,2026.1000000000001
ORD0020557,Card,682.88
ORD0020558,UPI,2237.94
ORD0020559,Net Banking,314.64
ORD0020560,UPI,978.99
ORD0020561,UPI,426.28
ORD0020562,UPI,1559.97
ORD0020563,UPI,1226.62
ORD0020564,UPI,580.24
ORD0020565,Cash on Delivery,1169.2
ORD0020566,Card,943.28
ORD0020567,Cash on Delivery,344.09
ORD0020568,Cash on Delivery,633.41
ORD0020569,UPI,9578.77
ORD0020570,Net Banking,618.19
ORD0020571,Net Banking,164.55
ORD0020572,Cash on Delivery,3405.07
ORD0020573,Card,958.81
ORD0020574,UPI,1646.82
ORD0020575,UPI,825.63
ORD0020576,Cash on Delivery,1486.46
ORD0020577,UPI,856.13
ORD0020578,Wallet,1553.52
ORD0020579,Cash on Delivery,722.98
ORD0020580,Cash on Delivery,2299.9900000000002
ORD0020581,Wallet,858.97
ORD0020582,UPI,183.75
ORD0020583,Net Banking,2040.31
ORD0020584,Net Banking,1750.3500000000001
ORD0020585,Card,1878.45
ORD0020586,Cash on Delivery,717.52
ORD0020587,UPI,176.9
ORD0020588,Card,1866.63
ORD0020589,Cash on Delivery,1748.24
ORD0020590,Wallet,1777.4099999999999
ORD0020591,Cash on Delivery,6637.15
ORD0020592,Card,5833.88
ORD0020593,Card,2386.0299999999997
ORD0020594,Card,957.24
ORD0020595,UPI,1651.8600000000001
ORD0020596,Wallet,1006.6
ORD0020597,UPI,5203.68
ORD0020598,UPI,596.81
ORD0020599,Wallet,393.6
ORD0020600,UPI,372.42
ORD0020601,Net Banking,2369.81
ORD0020602,Cash on Delivery,1348.0
ORD0020603,UPI,1325.8600000000001
ORD0020604,Cash on Delivery,449.88
ORD0020605,Card,744.02
ORD0020606,Card,515.7
ORD0020607,Cash on Delivery,2428.27
ORD0020608,Card,425.83
ORD0020609,Cash on Delivery,1645.3
ORD0020610,UPI,3484.3900000000003
ORD0020611,Wallet,2977.05
ORD0020612,Card,1088.12
ORD0020613,UPI,2256.56
ORD0020614,Wallet,2739.84
ORD0020615,Cash on Delivery,1993.7
ORD0020616,Wallet,2423.53
ORD0020617,Cash on Delivery,654.2
ORD0020618,Cash on Delivery,1317.97
ORD0020619,Card,2151.27
ORD0020620,UPI,1691.1
ORD0020621,Cash on Delivery,1043.05
ORD0020622,UPI,455.66
ORD0020623,UPI,1372.46
ORD0020624,UPI,841.75
ORD0020625,UPI,2238.9
ORD0020626,UPI,543.56
ORD0020627,UPI,3150.11
ORD0020628,Cash on Delivery,1474.56
ORD0020629,UPI,428.09
ORD0020630,Cash on Delivery,744.06
ORD0020631,Wallet,1361.15
ORD0020632,Cash on Delivery,1674.86
ORD0020633,UPI,908.4200000000001
ORD0020634,UPI,1593.54
ORD0020635,UPI,864.68
ORD0020636,Cash on Delivery,624.66
ORD0020637,UPI,188.1
ORD0020638,Card,1832.26
ORD0020639,Cash on Delivery,4932.52
ORD0020640,UPI,1035.57
ORD0020641,Cash on Delivery,2659.4700000000003
ORD0020642,Cash on Delivery,1969.46
ORD0020643,Cash on Delivery,1300.84
ORD0020644,Cash on Delivery,1867.3799999999999
ORD0020645,Card,948.71
ORD0020646,Cash on Delivery,2098.51
ORD0020647,Cash on Delivery,511.71
ORD0020648,UPI,190.03
ORD0020649,UPI,429.22
ORD0020650,Cash on Delivery,2501.0299999999997
ORD0020651,UPI,2637.32
ORD0020652,Cash on Delivery,152.95
ORD0020653,Net Banking,1179.66
ORD0020654,UPI,1974.6100000000001
ORD0020655,UPI,2716.94
ORD0020656,Cash on Delivery,2865.44
ORD0020657,Cash on Delivery,282.88
ORD0020658,UPI,527.54
ORD0020659,UPI,1803.8000000000002
ORD0020660,Card,3926.2699999999995
ORD0020661,Cash on Delivery,1681.06
ORD0020662,UPI,1325.7
ORD0020663,Cash on Delivery,547.17
ORD0020664,UPI,1671.86
ORD0020665,UPI,2376.7599999999998
ORD0020666,Cash on Delivery,1456.67
ORD0020667,Cash on Delivery,2187.08
ORD0020668,Cash on Delivery,1329.96
ORD0020669,UPI,3984.33
ORD0020670,Wallet,1715.34
ORD0020671,Cash on Delivery,1436.6499999999999
ORD0020672,Wallet,2533.9
ORD0020673,UPI,280.39
ORD0020674,Cash on Delivery,228.89
ORD0020675,Cash on Delivery,1718.1799999999998
ORD0020676,UPI,1074.38
ORD0020677,Cash on Delivery,325.25
ORD0020678,UPI,2576.39
ORD0020679,UPI,345.66
ORD0020680,Cash on Delivery,912.58
ORD0020681,Cash on Delivery,1263.53
ORD0020682,Cash on Delivery,4977.8
ORD0020683,UPI,1249.04
ORD0020684,UPI,2101.78
ORD0020685,UPI,3012.1000000000004
ORD0020686,Cash on Delivery,486.39
ORD0020687,Cash on Delivery,2212.46
ORD0020688,Cash on Delivery,1252.02
ORD0020689,UPI,324.51
ORD0020690,UPI,3380.04
ORD0020691,UPI,271.52
ORD0020692,UPI,3441.7999999999997
ORD0020693,Net Banking,724.41
ORD0020694,Wallet,1314.6
ORD0020695,Card,1238.56
ORD0020696,UPI,589.12
ORD0020697,Wallet,776.17
ORD0020698,Cash on Delivery,2832.35
ORD0020699,Cash on Delivery,1662.76
ORD0020700,Net Banking,1065.12
ORD0020701,UPI,3371.52
ORD0020702,UPI,552.83
ORD0020703,UPI,3734.34
ORD0020704,Cash on Delivery,2390.9
ORD0020705,UPI,1249.32
ORD0020706,Cash on Delivery,670.81
ORD0020707,UPI,740.64
ORD0020708,Cash on Delivery,7525.379999999999
ORD0020709,UPI,9044.02
ORD0020710,Net Banking,775.95
ORD0020711,Cash on Delivery,2950.81
ORD0020712,UPI,3108.94
ORD0020713,Cash on Delivery,440.95
ORD0020714,Wallet,2168.97
ORD0020715,Net Banking,2321.37
ORD0020716,Net Banking,379.95
ORD0020717,Cash on Delivery,3510.16
ORD0020718,UPI,1501.69
ORD0020719,Cash on Delivery,2884.34
ORD0020720,Card,1337.37
ORD0020721,UPI,1782.3
ORD0020722,Net Banking,1071.44
ORD0020723,Cash on Delivery,1006.8
ORD0020724,Cash on Delivery,349.49
ORD0020725,UPI,3019.46
ORD0020726,UPI,198.8
ORD0020727,Net Banking,4882.77
ORD0020728,Card,1581.73
ORD0020729,UPI,1082.68
ORD0020730,Wallet,4006.1000000000004
ORD0020731,UPI,2668.77
ORD0020732,UPI,4049.45
ORD0020733,Cash on Delivery,1375.46
ORD0020734,UPI,797.97
ORD0020735,UPI,466.6
ORD0020736,UPI,805.0699999999999
ORD0020737,Card,715.66
ORD0020738,UPI,246.6
ORD0020739,UPI,4385.05
ORD0020740,UPI,1213.04
ORD0020741,Cash on Delivery,203.15
ORD0020742,Card,619.55
ORD0020743,UPI,734.21
ORD0020744,Wallet,1576.92
ORD0020745,UPI,750.98
ORD0020746,UPI,818.51
ORD0020747,Cash on Delivery,891.03
ORD0020748,UPI,278.88
ORD0020749,Wallet,1145.29
ORD0020750,Card,1413.0
ORD0020751,Cash on Delivery,2554.54
ORD0020752,Card,3076.39
ORD0020753,UPI,2242.1499999999996
ORD0020754,UPI,558.63
ORD0020755,UPI,259.68
ORD0020756,Cash on Delivery,2264.0699999999997
ORD0020757,UPI,948.4
ORD0020758,Card,2162.7
ORD0020759,UPI,5573.71
ORD0020760,UPI,520.0
ORD0020761,Cash on Delivery,595.89
ORD0020762,UPI,653.36
ORD0020763,UPI,639.94
ORD0020764,UPI,1845.59
ORD0020765,UPI,1439.28
ORD0020766,UPI,3092.87
ORD0020767,UPI,1133.76
ORD0020768,Cash on Delivery,3758.24
ORD0020769,Card,1628.3200000000002
ORD0020770,UPI,1490.53
ORD0020771,Cash on Delivery,435.05
ORD0020772,UPI,3125.84
ORD0020773,Cash on Delivery,380.17
ORD0020774,Cash on Delivery,1228.95
ORD0020775,UPI,372.8
ORD0020776,Card,4020.48
ORD0020777,Cash on Delivery,1275.58
ORD0020778,Net Banking,329.98
ORD0020779,Card,1053.8600000000001
ORD0020780,UPI,1472.32
ORD0020781,Cash on Delivery,1482.71
ORD0020782,Wallet,3832.43
ORD0020783,UPI,1447.88
ORD0020784,Card,602.35
ORD0020785,UPI,1607.48
ORD0020786,Cash on Delivery,1931.48
ORD0020787,UPI,851.52
ORD0020788,UPI,1302.52
ORD0020789,Card,1685.76
ORD0020790,UPI,2154.93
ORD0020791,Wallet,1452.1100000000001
ORD0020792,UPI,2643.92
ORD0020793,UPI,1722.07
ORD0020794,Card,1768.8
ORD0020795,Cash on Delivery,687.34
ORD0020796,UPI,2758.82
ORD0020797,Cash on Delivery,1177.49
ORD0020798,UPI,190.03
ORD0020799,Cash on Delivery,2778.1800000000003
ORD0020800,UPI,1048.4
ORD0020801,Card,1217.74
ORD0020802,Wallet,355.03999999999996
ORD0020803,Net Banking,870.94
ORD0020804,Card,429.43
ORD0020805,UPI,2548.24
ORD0020806,UPI,982.84
ORD0020807,UPI,1092.31
ORD0020808,UPI,389.74
ORD0020809,Net Banking,700.05
ORD0020810,Cash on Delivery,4238.1
ORD0020811,UPI,235.79
ORD0020812,Card,3359.1400000000003
ORD0020813,Net Banking,1043.67
ORD0020814,UPI,2188.79
ORD0020815,Card,1897.42
ORD0020816,UPI,2525.2
ORD0020817,Cash on Delivery,2733.95
ORD0020818,UPI,1094.32
ORD0020819,Net Banking,1406.04
ORD0020820,UPI,1085.24
ORD0020821,Wallet,4403.28
ORD0020822,UPI,1043.67
ORD0020823,Wallet,472.85
ORD0020824,Card,1878.45
ORD0020825,UPI,318.57
ORD0020826,Cash on Delivery,2486.12
ORD0020827,Cash on Delivery,1279.88
ORD0020828,UPI,1488.64
ORD0020829,UPI,1212.4
ORD0020830,Cash on Delivery,741.42
ORD0020831,Card,1163.22
ORD0020832,Net Banking,1234.32
ORD0020833,UPI,653.75
ORD0020834,Net Banking,508.07
ORD0020835,UPI,1327.26
ORD0020836,Cash on Delivery,540.71
ORD0020837,Cash on Delivery,375.27
ORD0020838,Cash on Delivery,471.73
ORD0020839,Cash on Delivery,4153.88
ORD0020840,UPI,2388.39
ORD0020841,UPI,2612.34
ORD0020842,UPI,213.91
ORD0020843,Cash on Delivery,2255.36
ORD0020844,UPI,829.59
ORD0020845,UPI,4435.56
ORD0020846,Cash on Delivery,2472.36
ORD0020847,Card,4151.16
ORD0020848,Card,3426.99
ORD0020849,Card,3380.38
ORD0020850,Cash on Delivery,860.74
ORD0020851,UPI,291.97
ORD0020852,Cash on Delivery,1800.8
ORD0020853,UPI,6334.32
ORD0020854,UPI,1017.22
ORD0020855,Net Banking,1372.76
ORD0020856,UPI,1589.38
ORD0020857,UPI,2411.22
ORD0020858,Cash on Delivery,574.74
ORD0020859,Cash on Delivery,2296.93
ORD0020860,UPI,1553.52
ORD0020861,UPI,514.58
ORD0020862,Card,579.46
ORD0020863,Cash on Delivery,1650.5700000000002
ORD0020864,UPI,183.98
ORD0020865,Cash on Delivery,469.69
ORD0020866,UPI,2955.16
ORD0020867,UPI,1724.65
ORD0020868,Cash on Delivery,2234.35
ORD0020869,UPI,667.97
ORD0020870,Cash on Delivery,1099.1
ORD0020871,Wallet,2064.09
ORD0020872,UPI,1391.1
ORD0020873,Card,1228.22
ORD0020874,Cash on Delivery,5403.7699999999995
ORD0020875,Cash on Delivery,3504.2999999999997
ORD0020876,UPI,2080.28
ORD0020877,Card,300.66
ORD0020878,UPI,983.0600000000001
ORD0020879,Cash on Delivery,1686.26
ORD0020880,Card,1866.95
ORD0020881,Net Banking,5454.06
ORD0020882,UPI,2054.68
ORD0020883,UPI,1588.38
ORD0020884,Card,1756.98
ORD0020885,UPI,696.56
ORD0020886,UPI,462.7
ORD0020887,Cash on Delivery,852.6
ORD0020888,Net Banking,568.16
ORD0020889,Cash on Delivery,2110.8
ORD0020890,Net Banking,1276.75
ORD0020891,UPI,2158.08
ORD0020892,UPI,416.38
ORD0020893,Cash on Delivery,1533.48
ORD0020894,UPI,1851.53
ORD0020895,UPI,313.25
ORD0020896,Wallet,662.44
ORD0020897,UPI,404.54
ORD0020898,Cash on Delivery,1006.6
ORD0020899,UPI,960.08
ORD0020900,UPI,643.87
ORD0020901,UPI,655.36
ORD0020902,UPI,328.52
ORD0020903,Wallet,2243.89
ORD0020904,Wallet,2807.34
ORD0020905,Card,3402.9500000000003
ORD0020906,Cash on Delivery,248.93
ORD0020907,Cash on Delivery,4661.6900000000005
ORD0020908,UPI,1346.48
ORD0020909,Cash on Delivery,704.53
ORD0020910,UPI,868.8
ORD0020911,UPI,1812.24
ORD0020912,Cash on Delivery,1746.8600000000001
ORD0020913,Wallet,3308.6
ORD0020914,Wallet,138.45
ORD0020915,Cash on Delivery,2693.6299999999997
ORD0020916,Cash on Delivery,1339.1
ORD0020917,UPI,870.1
ORD0020918,UPI,577.49
ORD0020919,Cash on Delivery,4261.18
ORD0020920,Wallet,1289.04
ORD0020921,UPI,1074.38
ORD0020922,Wallet,325.64
ORD0020923,Cash on Delivery,2423.53
ORD0020924,Wallet,1706.5500000000002
ORD0020925,Net Banking,1002.69
ORD0020926,UPI,4299.59
ORD0020927,UPI,3539.84
ORD0020928,UPI,4073.7200000000003
ORD0020929,Cash on Delivery,1232.36
ORD0020930,Cash on Delivery,696.67
ORD0020931,Wallet,302.4
ORD0020932,Card,4872.35
ORD0020933,UPI,932.72
ORD0020934,UPI,1665.21
ORD0020935,Cash on Delivery,744.86
ORD0020936,Wallet,645.95
ORD0020937,Cash on Delivery,505.7
ORD0020938,Cash on Delivery,127.18
ORD0020939,Card,2797.06
ORD0020940,Cash on Delivery,2102.0
ORD0020941,UPI,138.39
ORD0020942,Cash on Delivery,805.07
ORD0020943,Card,4729.84
ORD0020944,UPI,355.23
ORD0020945,UPI,4580.24
ORD0020946,UPI,1423.2
ORD0020947,Cash on Delivery,1614.26
ORD0020948,UPI,409.25
ORD0020949,Cash on Delivery,715.95
ORD0020950,UPI,740.64
ORD0020951,Cash on Delivery,539.0999999999999
ORD0020952,Cash on Delivery,181.84
ORD0020953,Card,530.74
ORD0020954,UPI,1707.68
ORD0020955,Net Banking,482.13
ORD0020956,Cash on Delivery,1638.0300000000002
ORD0020957,UPI,619.34
ORD0020958,UPI,363.87
ORD0020959,Cash on Delivery,574.04
ORD0020960,UPI,3212.27
ORD0020961,UPI,2302.61
ORD0020962,UPI,592.53
ORD0020963,Card,389.77
ORD0020964,Cash on Delivery,1011.58
ORD0020965,UPI,657.58
ORD0020966,Wallet,287.22
ORD0020967,Card,1356.01
ORD0020968,Wallet,860.68
ORD0020969,Cash on Delivery,364.57
ORD0020970,UPI,199.34
ORD0020971,Net Banking,332.91
ORD0020972,Cash on Delivery,4865.91
ORD0020973,UPI,2622.36
ORD0020974,Cash on Delivery,1399.03
ORD0020975,Cash on Delivery,1503.51
ORD0020976,Cash on Delivery,1654.16
ORD0020977,UPI,1778.28
ORD0020978,Cash on Delivery,1784.29
ORD0020979,Wallet,969.94
ORD0020980,Net Banking,6756.95
ORD0020981,UPI,1087.71
ORD0020982,UPI,1263.53
ORD0020983,UPI,2784.11
ORD0020984,UPI,156.6
ORD0020985,Card,623.36
ORD0020986,Wallet,639.51
ORD0020987,Card,3181.11
ORD0020988,UPI,194.65
ORD0020989,Card,1813.19
ORD0020990,Net Banking,1513.7
ORD0020991,UPI,4333.95
ORD0020992,Cash on Delivery,1507.85
ORD0020993,Cash on Delivery,1158.6
ORD0020994,Cash on Delivery,1038.56
ORD0020995,Card,341.44
ORD0020996,Wallet,1737.0
ORD0020997,Net Banking,1598.2
ORD0020998,Cash on Delivery,1106.5
ORD0020999,Cash on Delivery,691.0
ORD0021000,Cash on Delivery,1682.87
ORD0021001,UPI,661.91
ORD0021002,Wallet,348.23
ORD0021003,Cash on Delivery,1535.08
ORD0021004,Card,562.48
ORD0021005,Card,1322.07
ORD0021006,Card,731.82
ORD0021007,UPI,608.66
ORD0021008,Cash on Delivery,2959.2200000000003
ORD0021009,Cash on Delivery,1362.42
ORD0021010,Wallet,1331.1
ORD0021011,Wallet,287.45
ORD0021012,Cash on Delivery,2954.3900000000003
ORD0021013,Card,2525.2
ORD0021014,Card,2760.0699999999997
ORD0021015,UPI,591.07
ORD0021016,Cash on Delivery,2357.19
ORD0021017,Card,2461.0
ORD0021018,Cash on Delivery,4344.51
ORD0021019,UPI,633.41
ORD0021020,Card,3250.84
ORD0021021,UPI,650.74
ORD0021022,Card,2461.92
ORD0021023,Cash on Delivery,1007.25
ORD0021024,Cash on Delivery,360.06
ORD0021025,Wallet,2832.35
ORD0021026,UPI,480.04
ORD0021027,UPI,3425.55
ORD0021028,Card,383.71
ORD0021029,Wallet,1150.86
ORD0021030,Cash on Delivery,731.8
ORD0021031,UPI,1880.97
ORD0021032,Cash on Delivery,816.6899999999999
ORD0021033,UPI,1441.52
ORD0021034,Wallet,879.6
ORD0021035,Wallet,580.53
ORD0021036,Cash on Delivery,592.0
ORD0021037,Cash on Delivery,1571.26
ORD0021038,UPI,5785.429999999999
ORD0021039,Card,5393.68
ORD0021040,UPI,260.11
ORD0021041,UPI,740.6600000000001
ORD0021042,Net Banking,2307.36
ORD0021043,Card,488.6
ORD0021044,UPI,2634.02
ORD0021045,Card,1081.68
ORD0021046,Net Banking,641.2
ORD0021047,Cash on Delivery,1950.13
ORD0021048,Cash on Delivery,467.95
ORD0021049,Card,603.36
ORD0021050,UPI,429.43
ORD0021051,Card,2660.76
ORD0021052,Cash on Delivery,357.16
ORD0021053,Card,1857.87
ORD0021054,Net Banking,3197.3199999999997
ORD0021055,UPI,1867.21
ORD0021056,UPI,183.75
ORD0021057,UPI,814.56
ORD0021058,UPI,442.33
ORD0021059,Card,1858.65
ORD0021060,Cash on Delivery,2390.9
ORD0021061,Cash on Delivery,780.48
ORD0021062,UPI,2643.12
ORD0021063,UPI,683.5
ORD0021064,UPI,661.51
ORD0021065,UPI,1625.57
ORD0021066,Cash on Delivery,1858.33
ORD0021067,UPI,1029.48
ORD0021068,UPI,900.0699999999999
ORD0021069,UPI,1249.48
ORD0021070,Card,588.14
ORD0021071,Wallet,4082.1500000000005
ORD0021072,Cash on Delivery,567.65
ORD0021073,Wallet,357.16
ORD0021074,Cash on Delivery,1190.04
ORD0021075,Wallet,2832.35
ORD0021076,UPI,1043.69
ORD0021077,UPI,1043.64
ORD0021078,Cash on Delivery,2832.35
ORD0021079,Cash on Delivery,5525.700000000001
ORD0021080,Wallet,744.06
ORD0021081,Cash on Delivery,596.81
ORD0021082,Cash on Delivery,1672.95
ORD0021083,Wallet,3995.85
ORD0021084,UPI,1217.07
ORD0021085,UPI,2271.5299999999997
ORD0021086,UPI,1801.89
ORD0021087,Cash on Delivery,988.33
ORD0021088,UPI,3269.13
ORD0021089,Wallet,2237.94
ORD0021090,UPI,1548.79
ORD0021091,Cash on Delivery,1733.08
ORD0021092,Cash on Delivery,3177.55
ORD0021093,Cash on Delivery,3938.66
ORD0021094,UPI,3199.31
ORD0021095,Wallet,722.82
ORD0021096,Wallet,593.7
ORD0021097,UPI,1383.1
ORD0021098,Cash on Delivery,2592.82
ORD0021099,Cash on Delivery,507.97
ORD0021100,Wallet,5135.92
ORD0021101,UPI,3338.11
ORD0021102,Cash on Delivery,344.2
ORD0021103,UPI,507.48
ORD0021104,UPI,5002.78
ORD0021105,Wallet,443.14
ORD0021106,Wallet,3735.5699999999997
ORD0021107,Card,344.47
ORD0021108,UPI,2872.98
ORD0021109,UPI,895.96
ORD0021110,UPI,1428.2800000000002
ORD0021111,UPI,4275.3
ORD0021112,UPI,816.87
ORD0021113,UPI,1923.25
ORD0021114,UPI,718.31
ORD0021115,UPI,1098.82
ORD0021116,UPI,2359.12
ORD0021117,Cash on Delivery,516.42
ORD0021118,Card,715.66
ORD0021119,UPI,1141.28
ORD0021120,Card,2837.82
ORD0021121,Cash on Delivery,1143.33
ORD0021122,UPI,1293.28
ORD0021123,Net Banking,1260.1399999999999
ORD0021124,UPI,2248.97
ORD0021125,UPI,1894.57
ORD0021126,UPI,309.25
ORD0021127,UPI,4473.58
ORD0021128,UPI,4362.32
ORD0021129,UPI,771.58
ORD0021130,Cash on Delivery,2037.06
ORD0021131,UPI,1300.23
ORD0021132,Cash on Delivery,4742.72
ORD0021133,Card,2391.21
ORD0021134,Wallet,1137.16
ORD0021135,UPI,918.48
ORD0021136,Cash on Delivery,466.22
ORD0021137,UPI,211.95
ORD0021138,UPI,2995.55
ORD0021139,Card,699.81
ORD0021140,UPI,593.7
ORD0021141,UPI,924.06
ORD0021142,Cash on Delivery,3161.08
ORD0021143,UPI,692.1
ORD0021144,UPI,1492.1100000000001
ORD0021145,UPI,3520.84
ORD0021146,Net Banking,4914.49
ORD0021147,Cash on Delivery,1297.96
ORD0021148,Card,133.96
ORD0021149,Cash on Delivery,3667.41
ORD0021150,UPI,1071.6100000000001
ORD0021151,Cash on Delivery,1823.82
ORD0021152,UPI,2270.78
ORD0021153,UPI,946.67
ORD0021154,UPI,466.7
ORD0021155,UPI,234.92
ORD0021156,UPI,3390.33
ORD0021157,Card,1102.1799999999998
ORD0021158,Cash on Delivery,926.84
ORD0021159,UPI,1740.5500000000002
ORD0021160,Card,1139.62
ORD0021161,Card,5585.97
ORD0021162,UPI,705.15
ORD0021163,UPI,1535.34
ORD0021164,UPI,2034.5099999999998
ORD0021165,Net Banking,1291.6
ORD0021166,Net Banking,511.71
ORD0021167,UPI,886.04
ORD0021168,Card,1029.16
ORD0021169,UPI,5570.9
ORD0021170,Card,3063.45
ORD0021171,Cash on Delivery,3068.08
ORD0021172,UPI,362.57
ORD0021173,UPI,4419.2
ORD0021174,Cash on Delivery,1007.4100000000001
ORD0021175,UPI,558.38
ORD0021176,Cash on Delivery,504.88
ORD0021177,Net Banking,1321.72
ORD0021178,Cash on Delivery,1295.48
ORD0021179,UPI,656.35
ORD0021180,UPI,974.7099999999999
ORD0021181,Cash on Delivery,565.76
ORD0021182,UPI,1411.04
ORD0021183,Card,952.92
ORD0021184,Cash on Delivery,705.52
ORD0021185,Cash on Delivery,1215.7199999999998
ORD0021186,UPI,959.77
ORD0021187,Net Banking,1082.63
ORD0021188,UPI,181.84
ORD0021189,Wallet,3986.5699999999997
ORD0021190,Cash on Delivery,722.98
ORD0021191,Wallet,791.52
ORD0021192,Wallet,2347.02
ORD0021193,UPI,1000.53
ORD0021194,Cash on Delivery,540.84
ORD0021195,UPI,1084.22
ORD0021196,UPI,1588.55
ORD0021197,Cash on Delivery,970.72
ORD0021198,UPI,302.4
ORD0021199,Card,1158.01
ORD0021200,Cash on Delivery,1091.79
ORD0021201,UPI,4872.18
ORD0021202,Cash on Delivery,393.07
ORD0021203,Cash on Delivery,2915.67
ORD0021204,UPI,635.7
ORD0021205,Cash on Delivery,284.84
ORD0021206,Card,1507.15
ORD0021207,UPI,2788.57
ORD0021208,Wallet,1715.0
ORD0021209,UPI,580.53
ORD0021210,Wallet,267.99
ORD0021211,Cash on Delivery,718.31
ORD0021212,Card,336.3
ORD0021213,Cash on Delivery,466.6
ORD0021214,UPI,2466.38
ORD0021215,UPI,670.81
ORD0021216,UPI,3003.62
ORD0021217,Wallet,748.7
ORD0021218,Wallet,1650.3
ORD0021219,UPI,6441.55
ORD0021220,UPI,1972.15
ORD0021221,UPI,488.6
ORD0021222,UPI,1486.41
ORD0021223,UPI,2287.69
ORD0021224,Cash on Delivery,1973.19
ORD0021225,UPI,932.72
ORD0021226,Wallet,1439.39
ORD0021227,Cash on Delivery,1277.94
ORD0021228,Card,696.05
ORD0021229,UPI,1324.62
ORD0021230,Wallet,1885.64
ORD0021231,Net Banking,530.74
ORD0021232,UPI,4274.72
ORD0021233,UPI,1346.34
ORD0021234,Cash on Delivery,1444.76
ORD0021235,Wallet,906.42
ORD0021236,Cash on Delivery,290.89
ORD0021237,UPI,8209.3
ORD0021238,Wallet,1206.52
ORD0021239,Card,6805.4
ORD0021240,UPI,2487.9
ORD0021241,Card,896.2
ORD0021242,UPI,736.26
ORD0021243,UPI,878.21
ORD0021244,Cash on Delivery,249.84
ORD0021245,Cash on Delivery,1183.01
ORD0021246,UPI,204.87
ORD0021247,Net Banking,3442.84
ORD0021248,Cash on Delivery,132.97
ORD0021249,Cash on Delivery,2140.9500000000003
ORD0021250,Net Banking,3488.23
ORD0021251,UPI,2761.4
ORD0021252,Net Banking,272.69
ORD0021253,UPI,167.28
ORD0021254,Cash on Delivery,666.77
ORD0021255,Cash on Delivery,878.21
ORD0021256,Cash on Delivery,1402.52
ORD0021257,Net Banking,2873.58
ORD0021258,UPI,1294.39
ORD0021259,UPI,369.11
ORD0021260,Cash on Delivery,1281.11
ORD0021261,UPI,468.27
ORD0021262,UPI,1717.94
ORD0021263,Card,914.05
ORD0021264,UPI,4462.65
ORD0021265,UPI,289.34
ORD0021266,UPI,5152.0
ORD0021267,UPI,1122.23
ORD0021268,Cash on Delivery,2910.13
ORD0021269,Cash on Delivery,4423.98
ORD0021270,Wallet,1622.11
ORD0021271,Card,2368.24
ORD0021272,Cash on Delivery,194.65
ORD0021273,UPI,659.14
ORD0021274,Net Banking,405.2
ORD0021275,UPI,2211.99
ORD0021276,Cash on Delivery,6184.570000000001
ORD0021277,UPI,5252.9
ORD0021278,Cash on Delivery,623.29
